PEOE_VSA13,BCUT2D_MRHI,BCUT2D_LOGPLOW,EState_VSA6,SlogP_VSA11,qed,PEOE_VSA12,NumSaturatedHeterocycles,NumAromaticHeterocycles,PEOE_VSA3,MaxAbsEStateIndex,EState_VSA7,PEOE_VSA1,SlogP_VSA3,NumAliphaticHeterocycles,SlogP_VSA12,PEOE_VSA5,SMR_VSA3,PEOE_VSA6,BCUT2D_MWHI,MinEStateIndex,EState_VSA9,BCUT2D_MRLOW,TPSA,NumRotatableBonds,PEOE_VSA2,EState_VSA3,BertzCT,PEOE_VSA11,VSA_EState10,EState_VSA2,MinAbsEStateIndex,SlogP_VSA1,HallKierAlpha,NumHeteroatoms,SMR_VSA5,SMR_VSA9,NumAromaticCarbocycles,VSA_EState3,EState_VSA8,SlogP_VSA7,SlogP_VSA5,FractionCSP3,PEOE_VSA8,Chi4v,NumHAcceptors,SMR_VSA6,EState_VSA4,EState_VSA1,PEOE_VSA14,NOCount,PEOE_VSA9,RingCount,NumSaturatedRings,NumAliphaticRings,SMR_VSA10,BCUT2D_CHGLO,SlogP_VSA8,SMR_VSA1,Kappa2,BCUT2D_CHGHI,VSA_EState2,NumAromaticRings,Chi4n,SlogP_VSA10,VSA_EState8,PEOE_VSA7,VSA_EState6,EState_VSA10,PEOE_VSA10,SlogP_VSA2,VSA_EState9,SlogP_VSA4,Kappa3,FpDensityMorgan3,BalabanJ,MolLogP,BCUT2D_LOGPHI,VSA_EState1,BCUT2D_MWLOW,PEOE_VSA4,VSA_EState4,VSA_EState7,NumAliphaticCarbocycles,EState_VSA5,NumSaturatedCarbocycles,SMR_VSA4,SMR_VSA2,VSA_EState5,Ipc,PKM2_inhibition,ERK2_inhibition
0.0,5.553819248949201,-2.0476555190343024,6.923737199690624,0.0,0.5922284516615577,11.896678561972989,0.0,1.0,0.0,5.313888888888889,0.0,11.46733495432437,0.0,0.0,0.0,0.0,14.951935562841626,6.578935683598497,15.136768087917734,0.1208333333333335,11.46733495432437,1.044247627182422,90.71,1.0,0.0,11.397509028069194,272.7741587520256,5.824404497999927,0.0,11.896678561972989,0.1208333333333335,11.46733495432437,-1.65,5.0,6.923737199690624,0.0,0.0,0.0,21.53087124644012,0.0,12.748141697690553,0.1666666666666666,0.0,0.6002299556039046,5.0,11.46733495432437,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,17.469783092042256,-1.9853567276561883,5.573104530069267,0.0,2.531037747759121,1.9995021028324969,11.227962962962962,1.0,0.6002299556039046,11.896678561972989,5.415740740740741,12.496841729759891,0.0,0.0,0.0,14.951935562841626,0.0,0.0,1.635046558778181,2.0,3.1860125339283023,0.0690999999999998,2.0619501836288245,0.0,10.324115864834308,14.951935562841626,11.341481481481482,0.0,0.0,0.0,0.0,0.0,0.0,0.6814814814814822,243.67817650227752,0,0
0.0,6.28950380538162,-1.9917142804237304,12.13273413692322,5.749511833283905,0.7854135781314269,0.0,0.0,1.0,4.794537184071822,11.238954212857983,12.990104268152232,9.154013890853395,0.0,0.0,11.600939890232516,0.0,0.0,18.17987557383101,35.49570440320024,-0.366756389798718,20.754953781085916,0.359024979016908,39.44,3.0,0.0,16.364818327039742,628.0874465289328,0.0,5.603462205355392,12.232468283590904,0.2253076184177378,10.362449272878036,-1.7399999999999998,4.0,6.923737199690624,5.749511833283905,1.0,1.3031868858654576,6.578935683598497,0.0,5.563451491696996,0.1538461538461538,22.551244703501613,1.6112248222485692,3.0,6.606881964512918,10.949675706161791,0.0,5.625586319077987,3.0,0.0,2.0,0.0,0.0,22.57018424633955,-2.05872963235298,10.969244356107035,9.154013890853395,4.634332104314085,2.036407523787902,11.238954212857983,2.0,1.556670349689571,0.0,5.614552075459814,24.61992282831084,6.7798875398925,4.794537184071822,17.939413939439063,6.606881964512918,0.0,6.923737199690624,2.6838370925322383,2.9411764705882355,2.42829776784903,3.2327200000000014,2.2205495284651837,10.460706254724112,10.129818904506513,0.0,1.0195748999188154,0.0,0.0,6.06636706846161,0.0,0.0,0.0,0.5907870370370372,6646.697849993919,0,0
0.0,5.7843302415581,-2.2503222862550154,12.152040213667762,0.0,0.5810616560654853,11.814359458703011,0.0,0.0,0.0,11.090706333459307,0.0,10.633577208012662,9.589074368143644,0.0,0.0,13.157871367196996,10.633577208012662,12.152040213667762,16.15139243375779,-0.0496104707315019,0.0,-0.1217399398653967,58.2,8.0,9.589074368143644,32.35197768060318,212.74242061785372,0.0,0.0,11.814359458703011,0.0496104707315019,10.633577208012662,-1.58,4.0,19.26246486877803,0.0,0.0,5.288718505920887,23.791448575209657,0.0,19.26246486877803,0.4545454545454545,25.93115605767717,0.9582877734671448,2.0,13.08951281182515,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,11.814359458703011,-2.024953117294272,0.0,9.589074368143644,8.993914858931106,2.025366684855345,22.181412666918614,0.0,0.9582877734671448,0.0,7.920723209036701,6.4208216229260096,0.0,9.589074368143644,0.0,24.90387227052816,0.0,0.0,8.74206119162641,1.6666666666666667,3.4295495460891723,0.7610999999999999,1.9448460316282727,0.0,10.194130509286218,0.0,0.0,4.54169989292013,0.0,0.0,0.0,0.0,0.0,-0.0992209414630038,1767.0797493267626,0,0
5.693927994848461,5.705260869913356,-2.432023918289352,24.26546827384644,0.0,0.441090345169589,5.516700717616262,0.0,1.0,0.0,11.89223828420257,0.0,10.044841608513924,0.0,0.0,0.0,4.7304076419062255,4.7304076419062255,24.7876899273556,16.65860716406696,-0.4578240740740733,4.8375885837366335,-0.5857232687246199,58.17,3.0,4.794537184071822,15.763809077138747,631.4187253539496,5.516700717616262,0.0,12.30080995936138,0.0766317082388512,15.127263120694868,-2.2999999999999994,5.0,6.923737199690624,0.0,1.0,11.80271557697153,6.578935683598497,0.0,5.693927994848461,0.1666666666666666,12.990104268152232,1.5869486786342308,4.0,6.606881964512918,4.7304076419062255,5.559266895052008,5.559266895052008,5.0,0.0,2.0,0.0,0.0,11.033401435232523,-2.1093267762996337,11.033401435232523,9.567996225642858,4.288212462884979,2.1653569194840805,17.161173469387755,2.0,1.5869486786342308,0.0,5.186558484504913,6.06636706846161,6.777353867472916,10.001790208849112,6.606881964512918,11.337289606419144,0.0,12.130990224467917,1.75386751956906,2.9411764705882355,2.8020265564294933,0.5579200000000001,2.062715563982788,1.74224537037037,10.26693269274244,4.7304076419062255,0.4601152683295559,1.5365046296296296,0.0,12.999757306524504,0.0,0.0,0.0,0.0,8230.924683338097,0,0
5.559266895052007,6.297760172663907,-2.3884195739586827,6.076020106833881,0.0,0.7203434488045808,0.0,0.0,1.0,4.794537184071822,11.69358024691358,0.0,0.0,13.08951281182515,0.0,11.600939890232516,13.157871367196996,9.13419929558271,23.75298010390028,35.49569130631923,-0.4982602670697902,11.600939890232516,0.625698602150545,44.0,4.0,13.928736479654532,6.544756405912575,499.1243443235101,0.0,5.700783572688334,11.5673897196539,0.0123148148148153,11.24901029325548,-1.5499999999999996,5.0,13.08951281182515,0.0,0.0,0.0123148148148153,13.157871367196996,5.022633313741326,0.0,0.2,19.28635638343823,1.397909290906596,4.0,0.0,4.567099647791355,11.24901029325548,5.689743398203474,4.0,0.0,1.0,0.0,0.0,11.600939890232516,-2.0665186084728133,0.0,0.0,4.794988653138566,2.0689676524658545,23.17363032249937,1.0,1.1780885881217888,0.0,7.450508314436886,0.0,0.0,9.589074368143644,5.022633313741326,9.13419929558271,0.0,0.0,2.274281430740086,2.4,3.4781145225621946,1.0353999999999997,1.9703464843152148,2.346296296296296,10.48628143533195,0.0,-0.911038044847568,4.338615835222978,0.0,16.839963326238312,0.0,0.0,0.0,0.0,2047.6211576633136,0,0
5.907179729351506,6.019666803519547,-2.2218791317404705,43.44587439344685,0.0,0.919643862380939,5.907179729351506,0.0,1.0,0.0,11.732827590912908,0.0,14.633849271910154,4.794537184071822,0.0,0.0,0.0,0.0,0.0,16.34062220541161,-0.3077106428991345,4.417150937053347,-0.1158000833806272,62.55,3.0,9.589074368143644,5.687386274683562,573.2483621036461,5.760247418874442,0.0,17.57460687757745,0.0487304363639133,10.216698334856808,-2.56,5.0,6.923737199690624,0.0,1.0,2.703553476946334,5.316788604006331,0.0,17.478521802636887,0.1428571428571428,25.346181731734937,1.550626760714988,3.0,17.264370317534,5.687386274683562,0.0,0.0,5.0,6.263162995639057,2.0,0.0,0.0,23.189132008070136,-2.1475756200834706,0.0,14.006225305196992,5.389882272896517,2.091699618881897,24.46483160840349,2.0,1.550626760714988,11.374772549367124,1.4926531976554522,36.39820241076966,10.23272602120636,9.589074368143644,0.0,18.8620314413802,1.6932244163097336,0.0,3.009930981608335,2.3684210526315788,2.069068215582925,2.5146000000000006,2.1723277061115107,4.995980286398305,10.228251760491968,0.0,1.4079626217771064,1.4442774546814952,0.0,18.08680992618016,0.0,0.0,0.0,-0.1018757500449407,27258.332338638706,0,0
5.693927994848461,6.000136869036392,-2.273018499661593,14.09534396535438,0.0,0.7296858129161745,0.0,0.0,1.0,4.9839785209472085,12.650129440665156,0.0,4.899909730850478,6.176298517443475,0.0,0.0,0.0,0.0,0.0,19.413219587986934,-4.562476851851852,0.0,-0.425471290443554,34.45,2.0,4.794537184071822,0.0,413.015435837158,11.980088517978016,0.0,11.250837766380558,0.2486805555555558,9.883888251797686,-1.59,6.0,13.100035717134098,0.0,0.0,0.0,4.9839785209472085,0.0,22.9756538703079,0.4,20.16171103381599,1.4401395239998225,2.0,18.99525369620486,6.923737199690624,17.653471458656874,6.176298517443475,3.0,5.687386274683562,1.0,0.0,0.0,11.4706312210485,-2.1568171407631107,0.0,22.94976084804349,4.112336342245376,2.4289067481411646,14.844583333333334,1.0,1.4401395239998225,18.858631417708025,1.1164814814814816,6.923737199690624,1.4364814814814817,17.96578232709628,5.563451491696996,19.87858891171932,3.1704913076341645,0.0,2.3163611264478923,2.3125,3.5155596118206547,1.7881,2.3205852079237927,37.95038832199547,10.06916184477606,13.17124514302446,-1.0928009259259253,-3.3912499999999994,0.0,17.163120370925164,0.0,0.0,0.0,-0.6177083333333331,2211.4571746035444,0,0
0.0,7.117986065474728,-2.432846827266287,19.913841467842857,0.0,0.4427906109725376,0.0,0.0,1.0,0.0,10.609822373393802,16.92652643704873,15.894602647675782,0.0,0.0,11.336785877934735,11.336785877934735,5.480096598121202,11.22207979521215,32.13347326971012,-0.8615046296296294,5.20725302477729,0.3131568102829928,67.67999999999999,3.0,0.0,5.711685002770702,293.1024881498305,0.0,1.428171296296296,0.0,0.3587962962962967,5.480096598121202,-0.91,5.0,19.38639965176459,0.0,0.0,24.39021211262283,5.15571272675054,0.0,18.724621593082546,0.375,5.538925252383345,1.8124067813254796,5.0,0.0,4.877147193701299,5.538925252383345,0.0,4.0,4.877147193701299,1.0,0.0,0.0,17.048470880705437,-2.2967923023662413,0.0,5.20725302477729,3.865714294029372,2.231974944443148,0.7878240740740744,1.0,0.9439180955676564,0.0,3.322962962962963,25.293904238308773,3.6437230725623584,5.20725302477729,5.711685002770702,16.45786327993134,0.0,5.20725302477729,2.0601846789516176,2.769230769230769,3.0082265404691277,1.7924,2.176389405920313,0.0,9.9827475986704,0.0,1.3437731481481487,0.0,0.0,11.336785877934735,0.0,5.15571272675054,0.0,0.0,1019.8251928644748,0,0
11.3369206189712,5.908482967753431,-2.216952736242699,13.847474399381248,0.0,0.7468371919365746,5.907179729351506,0.0,2.0,9.499376414562832,11.507898715041572,0.0,5.316788604006331,4.794537184071822,0.0,0.0,0.0,19.58203674381108,13.847474399381248,16.15068712255335,-0.4387443310657593,0.0,-0.1184638006828039,92.15,2.0,14.68775617644468,5.817862777835028,582.842024519899,0.0,0.0,17.602739499432094,0.1649640967498111,10.87605549905834,-2.18,7.0,13.847474399381248,0.0,0.0,5.373185941043085,20.383427454201787,0.0,13.847474399381248,0.3333333333333333,11.984273114623004,1.1908444752628902,5.0,5.316788604006331,0.0,5.559266895052007,0.0,7.0,0.0,2.0,0.0,0.0,17.502696231105727,-2.075370763893712,5.777653723919194,4.794537184071822,3.761954042784855,2.10681852472104,30.23136243386244,2.0,1.1908444752628902,5.817862777835028,3.534626795162509,0.0,1.2415277777777778,9.589074368143644,12.14518285259957,25.489216473162585,0.0,5.917906046161393,1.7879597866742194,3.0,2.468616370799737,0.0120999999999998,2.0544571072919484,1.4322222222222225,10.193088207698748,4.9839785209472085,-0.4387443310657593,1.395638699924414,0.0,16.909085036841773,0.0,5.917906046161393,0.0,0.2301804610733195,5288.128861781695,0,0
0.0,5.7409593796348215,-3.162025615425923,4.899909730850478,0.0,0.8272033839040371,0.0,0.0,1.0,4.9839785209472085,4.6409259259259255,12.13273413692322,9.883888251797686,6.544756405912575,0.0,0.0,0.0,9.967957041894415,12.13273413692322,15.1890164641371,0.6140854119425545,0.0,-0.9553971620237935,33.120000000000005,4.0,0.0,12.08368165829592,443.9279086754756,5.824404497999927,0.0,0.0,0.6140854119425545,4.899909730850478,-1.35,3.0,46.32338686297099,0.0,1.0,0.0,49.79563997758012,0.0,33.519353296762425,0.5,0.0,2.3576230228045474,1.0,0.0,23.40256233914502,0.0,0.0,3.0,23.117083093528446,2.0,0.0,0.0,11.033401435232523,-2.258683804128476,11.033401435232523,4.899909730850478,4.880233899047509,2.1861250833123105,9.604079743008317,2.0,2.3576230228045474,0.0,10.009884731670445,39.82768293568572,9.434809145880571,0.0,6.544756405912575,22.05163870019034,0.0,0.0,2.666670031764629,2.3529411764705883,2.220398024933982,1.7645999999999993,2.0900685736789337,0.0,10.209842353651602,0.0,2.1978930461073323,0.0,0.0,0.0,0.0,0.0,0.0,1.086666666666667,8619.908372216614,0,0
